S_AGE,S_SPECEFF,S_GENEFF,S_USECOM,S_USEINF,S_ACCONT,S_SPECLASS,S_GENCLASS,S_CODLRN,S_ICTFUT,S_ICTLRN,S_ICTNEG,S_ICTPOS,S_GENACT,S_USESTD,S_NISB,PV1CIL,PV1CT,P_RATTCH,P_EXPLRN,P_PRIORH,P_PRIORS,P_VWICT,P_ICTUSE,P_ICTCOM,P_EXPTCH
14,43.3237619316883,61.1157772534719,53.5354149295186,41.2024872071537,51.4681623961011,37.1212288961528,49.6933345412415,43.3332073082229,43.3698758914783,39.5877792088075,47.6848513810684,46.5209215231019,41.2606147651223,51.8423196809064,.81322836570775,661.385419446596,578.208555869495,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
14.67,57.9404608246833,45.2306342140334,39.169850970568,53.2163677533434,44.0677130813168,62.7889147797118,54.5946087339274,46.455400488285,68.7954765724875,33.6157253942386,38.0441101034709,56.1377435236114,51.0202749406893,42.8965842498641,1.4297644559047,539.84096284314,612.160199776237,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
14.83,54.0772654557087,20.9770209750623,69.7370907834088,60.2356169462874,49.8737223474217,44.6291500841947,38.9552180615598,30.1681799902474,40.052639259257,28.0460957946806,41.2304508459182,38.5393172915459,36.1687426932466,44.2572602514676,1.58211074614421,563.243243993612,559.381580290685,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
14.25,38.6721147127443,42.8905270909039,52.1349265892142,53.8681138042517,42.5784482826216,44.6291500841947,38.9552180615598,39.9219520290718,29.5779230081389,39.5877792088075,41.2304508459182,38.5393172915459,41.2606147651223,46.5902971262713,.32572023694129,558.727149711764,537.608073501111,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
14.5,47.0806557864315,52.4743328041979,50.7913321909795,41.2024872071537,48.3765813524951,37.1212288961528,50.1201337845762,41.0789157601486,36.1720973846984,41.9424154736113,51.0971989971214,46.5209215231019,48.2259020866886,44.2572602514676,-.349271613286513,588.846380710844,512.428042313014,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
13.83,50.5591257616814,52.4743328041979,42.8033088435003,53.2163677533434,48.3765813524951,58.9844933221919,54.5946087339274,47.5016834210903,68.7954765724875,52.0974255086428,51.0971989971214,51.7637528349392,53.6807513231144,53.0429538653813,.0631560789146732,668.434256911968,642.320189031934,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
13.83,47.0806557864315,52.4743328041979,55.0371286373593,49.3238372461679,48.3765813524951,44.6291500841947,49.6933345412415,46.455400488285,43.3698758914783,44.2324084936051,51.0971989971214,46.5209215231019,48.2259020866886,42.8965842498641,1.4602337139526,682.874304803234,603.187659921676,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
15,57.9404608246833,52.4743328041979,45.4728903666272,58.2318894106391,48.3765813524951,44.6291500841947,44.1461903141814,75.044788844108,43.3698758914783,59.5244475359704,74.1131990003582,56.1377435236114,48.2259020866886,51.8931302712431,2.03914961686277,562.101452498896,624.035412506693,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
13.92,38.6721147127443,42.8905270909039,50.7913321909795,49.3238372461679,49.8737223474217,51.8130301572014,44.1461903141814,41.6076172772929,36.1720973846984,40.7840036251579,58.8974614205508,33.4540918652406,45.0758743556443,39.5871521112837,1.19300138275206,533.301527309658,551.410760416784,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
13.83,43.3237619316883,52.4743328041979,45.4728903666272,41.2024872071537,60.3732392887984,44.6291500841947,54.5946087339274,39.9219520290718,43.3698758914783,45.4007129781416,74.1131990003582,46.5209215231019,41.2606147651223,57.0437654566399,.911787069090331,598.149146271314,529.901503861378,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
14.25,62.730122849872,61.1157772534719,41.534015030593,55.9764533435694,55.1889283583728,44.6291500841947,44.1461903141814,38.612557056658,68.7954765724875,21.2981240194186,38.0441101034709,51.7637528349392,56.4174562852321,46.5902971262713,-.393882791803883,718.952869388902,711.105980590002,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
13.92,30.5312337232645,45.2306342140334,39.169850970568,41.2024872071537,48.3765813524951,37.1212288961528,49.6933345412415,39.9219520290718,29.5779230081389,33.6157253942386,54.7495948303094,46.5209215231019,51.0202749406893,37.4953816002706,1.61258000419212,588.589702844753,594.841655161091,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
14.5,57.9404608246833,52.4743328041979,53.5354149295186,49.3238372461679,42.5784482826216,37.1212288961528,49.6933345412415,54.6062544220918,68.7954765724875,55.4379011034156,54.7495948303094,51.7637528349392,45.0758743556443,49.4569433404879,1.76492629443164,605.937968322121,721.896480592766,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
14.33,50.5591257616814,52.4743328041979,35.8117759161697,41.2024872071537,48.3765813524951,37.1212288961528,49.6933345412415,56.0069761678485,61.8630738783927,47.8646012686813,51.0971989971214,33.4540918652406,45.0758743556443,42.8965842498641,1.76492629443164,548.790359237212,645.4705130069,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
14.58,38.6721147127443,42.8905270909039,58.6479728765648,58.2318894106391,45.5077615764202,37.1212288961528,49.6933345412415,33.2531021574748,53.7015135547796,40.7840036251579,51.0971989971214,41.8188835789901,36.1687426932466,46.5902971262713,.203843204749675,529.86728546816,446.552287022505,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
13.92,43.3237619316883,52.4743328041979,55.0371286373593,41.2024872071537,53.2138836566994,37.1212288961528,49.6933345412415,42.2528907289508,40.052639259257,46.6057710546395,58.8974614205508,30.1234337984538,59.4836813044557,50.3033802541022,.679692169111618,601.806151545232,559.389837810078,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
15.25,54.0772654557087,45.2306342140334,58.6479728765648,55.9764533435694,80.9273763185188,51.8130301572014,54.5946087339274,48.5707031674119,68.7954765724875,47.8646012686813,54.7495948303094,56.1377435236114,53.6807513231144,15.7368387427638,.867516062909821,556.647051775231,497.267215564151,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
14.92,57.9404608246833,52.4743328041979,49.4722633348929,41.2024872071537,41.003012183418,58.9844933221919,49.6933345412415,53.2791108537427,53.7015135547796,50.598057050325,51.0971989971214,46.5209215231019,53.6807513231144,46.5902971262713,-.0934312411682507,410.406381375592,380.049093006215,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
14.83,43.3237619316883,52.4743328041979,38.0486836449386,49.3238372461679,53.2138836566994,44.6291500841947,49.6933345412415,43.3332073082229,36.1720973846984,57.347554111239,51.0971989971214,38.5393172915459,36.1687426932466,46.5902971262713,.372975968034871,533.945697421502,517.240169056004,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
14.75,47.0806557864315,61.1157772534719,53.5354149295186,41.2024872071537,48.3765813524951,56.8261908799694,61.5183798478174,52.0184755767898,61.8630738783927,57.347554111239,41.2304508459182,56.1377435236114,51.0202749406893,48.5640805199398,.710196413003543,589.005782249079,539.532701075746,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
15.17,71.0148961112169,61.1157772534719,45.4728903666272,41.2024872071537,49.8737223474217,58.9844933221919,49.6933345412415,23.9315684170249,53.7015135547796,38.3251645794701,47.6848513810684,68.1925699712337,48.2259020866886,39.5871521112837,.468888819901836,555.701680701287,564.364713799828,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
14.58,47.0806557864315,45.2306342140334,55.0371286373593,62.131698834341,51.4681623961011,37.1212288961528,61.5183798478174,43.3332073082229,53.7015135547796,72.8976297736024,38.0441101034709,68.1925699712337,45.0758743556443,31.5488800769512,.85449466998744,418.823707754335,399.427711291954,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
15.08,47.0806557864315,60.6766386189329,55.0371286373593,41.2024872071537,48.3765813524951,37.1212288961528,58.2588481458958,42.2528907289508,46.6487717370281,40.7840036251579,41.2304508459182,41.8188835789901,36.1687426932466,15.7368387427638,1.48569118150351,485.098563954095,468.003593804672,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
14.92,54.0772654557087,52.4743328041979,52.1349265892142,49.3238372461679,46.9338380319775,58.9844933221919,49.6933345412415,53.2791108537427,46.6487717370281,50.598057050325,44.4154890196839,46.5209215231019,41.2606147651223,54.850580258582,.0139958055501936,574.023968549724,521.889931800069,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
15.08,47.0806557864315,61.1157772534719,46.8213730648212,41.2024872071537,41.003012183418,48.709443007096,61.5183798478174,39.6684421521835,40.052639259257,47.8646012686813,44.4154890196839,51.7637528349392,48.2259020866886,41.3586816884488,-.0169129503794908,617.334403634452,542.054360484738,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
14.75,47.0806557864315,52.4743328041979,58.6479728765648,41.2024872071537,45.5077615764202,48.709443007096,58.2588481458958,47.5016834210903,46.6487717370281,44.2324084936051,47.6848513810684,35.885169267597,36.1687426932466,45.4790667918484,-.321085905092282,434.572915464825,434.893359001876,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
15.67,57.9404608246833,52.4743328041979,35.8117759161697,41.2024872071537,42.5784482826216,58.9844933221919,49.6933345412415,53.2791108537427,53.7015135547796,50.598057050325,51.0971989971214,46.5209215231019,36.1687426932466,47.6134858713936,-1.62971999923879,497.806906630413,499.294433463887,.08,55.7096886719156,61.1908970887126,57.3183671480182,62.2184918685183,53.7456498573162,55.0807317273056,56.2859046084921
14.42,71.0148961112169,61.1157772534719,56.7054377272399,41.2024872071537,51.4681623961011,69.7149696668706,61.5183798478174,42.2528907289508,40.052639259257,21.2981240194186,47.6848513810684,68.1925699712337,56.4174562852321,45.4790667918484,-.831327722130012,399.479058017779,361.563714157408,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
13.83,57.9404608246833,61.1157772534719,46.8213730648212,41.2024872071537,51.4681623961011,51.8130301572014,49.6933345412415,44.3838701689696,29.5779230081389,49.1907896869966,54.7495948303094,56.1377435236114,53.6807513231144,57.7987753242969,-1.04505890177299,477.24893662587,476.253123184126,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
14.08,43.3237619316883,61.1157772534719,56.7054377272399,41.2024872071537,64.1381848782504,51.8130301572014,49.6933345412415,49.6728707919335,40.052639259257,59.5244475359704,74.1131990003582,51.7637528349392,48.2259020866886,60.2202862806645,-.927655318259513,560.18517151118,399.704469080809,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
13.83,54.0772654557087,52.4743328041979,52.1349265892142,47.061564131507,27.7734367534783,48.709443007096,49.6933345412415,47.0451583961668,68.7954765724875,53.7030200975338,51.0971989971214,60.7282727062046,41.2606147651223,42.8965842498641,-.529144586598422,454.221847933198,363.792702806098,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
14.67,71.0148961112169,61.1157772534719,58.6479728765648,88.8630748880586,27.7734367534783,87.713034271246,75.8942585967853,75.044788844108,29.5779230081389,72.8976297736024,34.6933224415058,17.8459393175309,27.1151426866874,48.9592156290801,-1.78557110273075,335.10378205443,261.334681468563,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
14.17,54.0772654557087,52.4743328041979,53.5354149295186,49.3238372461679,46.9338380319775,56.8261908799694,49.6933345412415,43.3332073082229,29.5779230081389,47.8646012686813,51.0971989971214,51.7637528349392,53.6807513231144,41.3586816884488,.543204973201425,545.315306012412,522.458863790286,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
14.17,30.5312337232645,48.2003636149283,44.1253337288972,41.2024872071537,60.3732392887984,44.6291500841947,54.5946087339274,38.612557056658,40.052639259257,39.5877792088075,58.8974614205508,38.5393172915459,51.0202749406893,41.3586816884488,-1.49429984412856,548.463656120306,614.644615999819,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
14.58,54.0772654557087,35.981148560891,61.0951671683647,66.1068759017975,51.4681623961011,48.709443007096,31.4828053619518,45.4201741552751,43.3698758914783,39.3557369785789,38.0441101034709,33.4540918652406,48.2259020866886,63.0845855898972,-1.47037950169881,411.290730045543,385.097471539888,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
13.33,62.730122849872,52.4743328041979,48.1538553202045,41.2024872071537,46.9338380319775,44.6291500841947,44.1461903141814,53.2791108537427,50.0789018692479,40.7840036251579,47.6848513810684,46.5209215231019,45.0758743556443,53.3937290842819,-1.1225989807322,373.305898453026,320.885234262344,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
13.67,71.0148961112169,48.2003636149283,39.169850970568,41.2024872071537,48.3765813524951,58.9844933221919,49.6933345412415,35.4173495705185,29.5779230081389,52.2354564867582,58.8974614205508,51.7637528349392,51.0202749406893,66.8621248034002,-1.12837803240215,479.774463641336,517.65096066863,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
13.5,50.5591257616814,61.1157772534719,56.7054377272399,60.2356169462874,55.1889283583728,48.709443007096,49.6933345412415,42.2528907289508,43.3698758914783,40.1429734715637,58.8974614205508,46.5209215231019,53.6807513231144,51.8931302712431,1.6757462584647,463.125060713217,443.196855614704,.1,51.0747063599231,53.2291109476537,48.0911414848439,36.3396256330138,55.1822696528914,50.8148654995435,44.7503515187967
